start,end,text
1226.72,1232.72,प्रार्थना करें तो सच्चा उत्तर आ जाएगा
1229.2,1236.159,करना है या नहीं करना है। वैसे हमें लगता
1232.72,1238.64,है सबको उत्तर मिलता है बिना पूछे। आप जब
1236.159,1241.5200000000002,गलत कार्य की तरफ कदम बढ़ाएंगे तो आपको
1238.64,1243.8400000000001,उत्तर मिल जाएगा। गलत है मत करो। आता है
1241.52,1247.12,कि नहीं? सच्ची बताना। हृदय में एक अंदर
1243.84,1249.84,आता है यार गलत है मत करो। पर हम उनकी बात
1247.12,1252.8799999999999,नहीं सुन पाते। तो उनकी बात सुनने के लिए
1249.84,1255.76,मुझे पावर चाहिए और बात मानने के लिए पावर
1252.88,1258.72,चाहिए। इसलिए राधा राधा राम कृष्ण हरी जो
1255.76,1261.36,नाम प्रिय लगे नाम जप करो। अपनी सद
1258.72,1264.0,जानकारी का सदुपयोग करने के लिए हमें पावर
1261.36,1266.7199999999998,चाहिए। वह भगवान के नाम से मिलेगा। सद
1264.0,1269.84,जानकारी सबको है।
1266.72,1274.159,सद जानकारी सबको है कि यह नहीं करना
1269.84,1276.9599999999998,चाहिए। यह नहीं करना चाहिए। यह सबके अंदर
1274.159,1279.0390000000002,आता है। पर उस जानकारी का प्रयोग करने की
1276.96,1280.88,सामर्थ्य नहीं है। हम इंद्रिय और मन के
1279.039,1283.12,गुलाम हो चुके हैं। जैसा चाहते हैं वैसा
1280.88,1286.5590000000002,हम कर बैठते हैं। तो हमको इस समय भजन
1283.12,1290.2399999999998,चाहिए। भजन बल के द्वारा हम सही और गलत का
1286.559,1293.12,निर्णय कर सकते हैं। नहीं तो मन तो सही
1290.24,1296.559,कहता है। बुरे से बुरा कर्म करने के लिए
1293.12,1298.08,वो सलाह दे देता है। बेईमान धोखेबाज
1296.559,1300.72,सलाहकार
1298.08,1304.3999999999999,नष्ट कर देता है मालिक को पक्का। तो यह
1300.72,1307.3600000000001,बेईमान धोखेबाज सलाहकार मन है और दिल कोई
1304.4,1308.96,सलाह नहीं देता है। दिल की एक अलग
1307.36,1312.08,प्रक्रिया जिसे हम दिल कहते हैं उसे
1308.96,1313.8400000000001,अंतःकरण कहते हैं। अपने लोग मतलब ग्रामीण
1312.08,1316.08,भाषा में कह देते हैं ना दिल से बोलो यार
1313.84,1318.32,कि दिमाग से बोल रहे हो। दिल का तात्पर्य
1316.08,1322.1589999999999,हृदय और हृदय का तात्पर्य शास्त्री भाषा
1318.32,1324.96,"में अंतःकरण। अंतःकरण चार होता है। मन,"
1322.159,1327.44,"बुद्धि, चित्त, अहंकार। बुद्धि का काम है"
1324.96,1329.8400000000001,निश्चय करना। मन का काम है संकल्प बनाना।
1327.44,1333.28,चित्त का कार्य उस विषय का चिंतन करना
1329.84,1336.32,अहंकार का कार्य स्वीकार कर लेना जब
1333.28,1338.559,बुद्धि का निर्णय होता है तो गलत होता है
1336.32,1341.4399999999998,और जब बुद्धि में विवेक होता है उसका
1338.559,1344.6399999999999,निर्णय होता है बहुत सही होता है विवेक जो
1341.44,1348.64,बुद्धि में उपजता है वो सत्संग से होता है
1344.64,1351.5200000000002,बिन सत्संग विवेक न होई और राम कृपा बिन
1348.64,1354.48,सुलभ न सोई विवेक कभी गलत निर्णय नहीं
1351.52,1357.679,देता बुद्धि गलत निर्णय दे देती है ये
1354.48,1360.32,हमारे शत्रु हैं जो जीते हुए मन बुद्धि
1357.679,1362.96,नहीं है। यह हमारे दुश्मन है। जब तक हम
1360.32,1365.84,नाम जप नहीं करेंगे तब तक हम में वह बल
1362.96,1368.64,नहीं आएगा कि हम गलत सलाह देने वाले मन
1365.84,1370.8799999999999,बुद्धि को पकड़ पावे। हम उसी में दस्तखत
1368.64,1373.5200000000002,कर देते हैं जो कह और पांच मिनट का काम
1370.88,1376.3200000000002,सीधे गोली मारी गई। सीधे फांसी की सजा
1373.52,1379.84,हुई। सीधे जेल गए। यह बात नहीं। यह
1376.32,1382.8799999999999,धोखेबाज मनबुद्धि है। इनकी सलाह में ही
1379.84,1385.76,पूरी जेल भरी है। इनकी सलाह में ही सारे
1382.88,1388.7990000000002,कुकर्म होते हैं। और जिसकी बुद्धि भगवान
1385.76,1392.0,"से जुड़ी है, उस बुद्धि में विवेक होता"
1388.799,1396.4,है। सही निर्णय विवेक कर पाता है। सही
1392.0,1399.12,निर्णय विवेक कर पाता है। 5000 की घश में
1396.4,1402.3200000000002,पूरी पढ़ाई लिखाई और पूरी की पूरी सब
1399.12,1405.4399999999998,बर्बाद कर दी। बुद्धि ने निर्णय कर दिया
1402.32,1408.24,ना कि फ्री मिल रहे। अब कितना पढ़ा होगा?
1405.44,1411.52,कितना वह अपने परिवार के लिए आशा रखता
1408.24,1414.48,होगा। परिवार कितनी आशा रखते चंद रुपए में
1411.52,1417.9189999999999,वह सब खत्म होगा। बुद्धि का निर्णय अगर
1414.48,1420.159,बुद्धि में विवेक है तो नहीं हमें सरकार
1417.919,1423.8400000000001,देती है जितना हम उतने से काम चलाएंगे
1420.159,1426.48,लेकिन दोषी को बखशेंगे नहीं। निर्दोष को
1423.84,1430.0,दंड नहीं रहेंगे। अब उसका सही मार्ग चलने
1426.48,1431.679,लगा। जहां हमारे अंदर बुद्धि की केवल
1430.0,1434.96,"प्रधानता होती, विवेक नहीं होती, वहां"
1431.679,1436.96,फंसा देती है बुद्धि। बुद्धि फंसा देगी और
1434.96,1439.76,जहां विवेक होता है तो बुद्धि को फंसने
1436.96,1442.96,नहीं देगा। वह जलन पैदा कर देगा। नहीं हम
1439.76,1446.1589999999999,ऐसा नहीं हम गलत नहीं होने देंगे। बहुत से
1442.96,1448.72,ऐसे संसार के कार्य हैं जहां से हमने अपनी
1446.159,1451.44,प्रतिष्ठा खो दी। जहां से हमने अपना सुख
1448.72,1453.76,खो दिया। जहां से अपनी हमने शांति खो दी।
1451.44,1456.3200000000002,ये मन और इंद्रियों के कहने से। तो मुझे
1453.76,1458.559,लगता है सही निर्णय आत्मस्वूप गुरुदेव
1456.32,1461.039,अंदर बैठकर देते हैं। उसके सुनने की और
1458.559,1463.76,उसके पालन करने की सामर्थ्य भगवान के भजन
1461.039,1466.48,से आएगी। नाम जप करो और फिर पूछो सही
1463.76,1469.84,उत्तर ना आवे तो हमें बताना। नाम जप करते
1466.48,1472.96,हुए गलत सोचोगे तो जलन पैदा हो जाएगी और
1469.84,1475.6,सही सोचोगे तो शीतलता आ जाएगी। एकदम हृदय
1472.96,1478.0,शीतल होने लगे। बस समझ लो जब हृदय ठंडा
1475.6,1480.7199999999998,होने लगे तो समझ लेना बात सही है। और जब
1478.0,1483.52,हृदय में थोड़ी भी जलन हो तो रुक जाओ। गलत
1480.72,1486.08,मार्ग में जा रहे हो। वापस लौटो। नाम जप
1483.52,1488.24,करोगे तब यह स्थिति आएगी। नहीं तो एक
1486.08,1491.12,झोंका मन मारेगा और आप वो कार्य कर
1488.24,1492.96,बैठेंगे जो बुद्धि ने सोच रखा है। गलत। आप
1491.12,1495.9189999999999,हमारी बात समझ पा रहे हैं? जी
1492.96,1497.039,ऐसे ही संजय कुमार द्विवेदी जी प्रयागराज
1495.919,1499.44,राधे राधा
1497.039,1502.559,राधावल्लभ श्री हरिवंश महाराज जी गुरुदेव
1499.44,1504.559,भगवान ये जीव केंद्रीय कारागार प्रयागराज
1502.559,1506.8799999999999,में तैनात है। लगभग एक वर्ष से आपका
1504.559,1508.96,सत्संग सोशल मीडिया पर सुनता रहता हूं तथा
1506.88,1511.44,राधा नाम का जप भी कर रहा हूं। कारागार के
1508.96,1513.76,अंदर जिज्ञासु कैदियों के साथ सत्संग करता
1511.44,1516.0800000000002,हूं। आपके सत्संग से प्रभावित होकर यह जीव
1513.76,1518.48,आपकी शरण में आया है। गुरुदेव इसी जन्म
1516.08,1520.559,में अपने आत्मस्वूप का दर्शन करना चाहता
1518.48,1522.32,हूं। क्या यह संभव है? जैसे अर्जुन को
1520.559,1524.32,भगवान श्री कृष्ण ने अपना स्वरूप दिखाया
1522.32,1526.24,"था, जिससे उनका संपूर्ण संशय ही नष्ट हो"
1524.32,1528.1589999999999,गया था। ठीक उसी प्रकार भगवान श्री कृष्ण
1526.24,1529.6,का स्वरूप देखना चाहता हूं। जिससे मेरे मन
1528.159,1532.24,में किसी भी प्रकार का संशय
1529.6,1534.559,भगवान ने कहा है यज्ञ और तप आदि के द्वारा
1532.24,1537.2,मेरे इस स्वरूप का दर्शन नहीं हो सकता।
1534.559,1540.799,मेरी अनन्य भक्ति के द्वारा ही स्वरूप का
1537.2,1544.96,दर्शन हो सकता है। तो अनन्य बनने के लिए
1540.799,1550.32,बहुत बड़ी मेहनत करनी पड़ती है। जननी जनक
1544.96,1554.559,बंधु श्रुतधारा तन धन धाम सुरद परिवारा इन
1550.32,1559.52,सबकी ममता ताग बटोरी मम पद मन बांध भर
1554.559,1563.36,डोरी एकमात्र श्री भगवान से अपनापन पत्नी
1559.52,1566.32,पुत्र मातापिता परिवार में भगवत भाव जैसे
1563.36,1569.039,अभी हम मेरी मां है इस मान इस भाव से सेवा
1566.32,1571.76,करते हैं आप भाव करो कि मेरे भगवान ही मां
1569.039,1573.84,के रूप में है मेरे भगवान ही पत्नी के रूप
1571.76,1577.12,में है मेरे भगवान भगवान ही पुत्र के रूप
1573.84,1580.0,में क्योंकि सबके रूप में शरीर पांच भौतिक
1577.12,1584.559,है लेकिन अंतर में जो प्रकाशक तत्व है वह
1580.0,1588.0,भगवान ही है। जब यह भाव आ जाएगा शरीर से
1584.559,1591.6,अन्य संबंधों से ममता समेट कर श्री भगवान
1588.0,1594.159,में समर्पित हो जाएगी और एकमात्र भगवान के
1591.6,1597.1999999999998,चिंतन करते हुए अपने कर्तव्य का पालन
1594.159,1601.44,करेंगे तो कुछ दुर्लभ नहीं है। भगवान का
1597.2,1604.32,विराट स्वरूप देखना चाहते हो यह है।
1601.44,1607.44,यह जो आप चराचर जगत देख रहे हो ना यह
1604.32,1610.96,भगवान के एक अंश में विराजमान गीता जी में
1607.44,1615.279,भगवान कह रहे हैं योमाम पश्यति सर्वत्र
1610.96,1619.279,सर्वम चम पश्यति तस्याह न प्रणस्यामि सच
1615.279,1623.12,में न प्रणसति जो मुझे सर्वत्र देखता है
1619.279,1626.48,और सबको मेरे में देखता है उससे मैं कभी
1623.12,1628.7199999999998,दूर नहीं रहता वह कभी मुझसे दूर नहीं रहता
1626.48,1631.919,मैं सदैव उसकी दृष्टि में रहता हूं मेरे
1628.72,1635.3600000000001,भगवान इन सब शरीरों के अंतर्गत त विराजमान
1631.919,1638.159,है। आप भी आप भी सब भगवान का आदर करते
1635.36,1640.9599999999998,हैं। कैसे करते हैं? जब शरीर से भगवान
1638.159,1643.7600000000002,अंतर्ध्य हो जाते हैं तो आप शरीर का अनादर
1640.96,1646.72,"कर देते हैं, जला देते हैं, गाड़ देते"
1643.76,1649.36,हैं। अभी जीवित में जो आदर करते हैं मेरा
1646.72,1652.48,"भाई, मेरी पत्नी, मेरा पुत्र वो भगवान का"
1649.36,1655.4399999999998,"ही आदर करते हैं। उसी भाई, उसी पत्नी, उसी"
1652.48,1658.48,पुत्र के शरीर से हमारे भगवान अंतर्ध्य हो
1655.44,1661.279,जाए तो आप पैसा देकर जला देते हैं। भारी
1658.48,1663.3600000000001,अनादर कर देते हैं। उस शरीर का विध्वंस कर
1661.279,1665.6,देते हैं। उस शरीर को नष्ट कर देते हैं।
1663.36,1667.76,तो सम्मान भगवान का ही तो कर रहे हैं ना।
1665.6,1671.12,तो हम भगवान क्यों नहीं मान रहे? सब में
1667.76,1674.32,भगवान को देखें। वही भगवान बैठे हुए हैं।
1671.12,1677.1999999999998,अपने स्वरूप को भूले हुए हम अपने को देह
1674.32,1679.6789999999999,मान रहे हैं। ये अपने को देह मान रहे यही
1677.2,1683.2,अज्ञान है। आज ब्रह्मा जी स्तुति में
1679.679,1686.0800000000002,सत्संग में यही कह रहे थे कि प्रभु आप सब
1683.2,1689.6000000000001,की आत्मा है। और भगवान भी गीता जी में कह
1686.08,1692.1589999999999,रहे हैं मत्ता परतरम ना किंचितस्त धनंजय
1689.6,1695.9189999999999,मेरे सिवा किंचिन मात्र और कोई नहीं। तो
1692.159,1700.0,आपको सही कहते हैं जड़ चैतन्य स्त्री
1695.919,1703.3600000000001,पुरुष दुष्ट महात्मा यही भगवान का विराट
1700.0,1706.08,स्वरूप है। इस संसार में देख रहे हो ना
1703.36,1708.559,कोई बहुत नीच स्वभाव का है। कोई बहुत उच्च
1706.08,1710.8799999999999,"स्वभाव का है। कोई दयालु है, कोई क्रूर"
1708.559,1714.799,है। तो विराट में रूप देखिए आप भगवान के
1710.88,1718.7990000000002,जो चित्र की भावना में झकाए गए हैं। सौम्य
1714.799,1722.399,"रूप, घोर रूप, शांत रूप, अशांत रूप नहीं"
1718.799,1726.72,दिखाया गया। यही है। यह चराचर जगत भगवान
1722.399,1729.9189999999999,का विराट रूप है। सब में भगवान है और सब
1726.72,1732.96,भगवान में है। भगवान के सिवा कोई नहीं। यह
1729.919,1735.2,"वास्तविक ज्ञान हो जाना केवल पढ़ लेना,"
1732.96,1738.32,प्रवचन कर लेना ये बात अलग है। अब ये
1735.2,1740.3990000000001,ज्ञान कैसे होगा? जब हम निरंतर नाम जप
1738.32,1743.6,करेंगे। जैसे आप कह रहे हैं एक साल से
1740.399,1745.1999999999998,सत्संग सुन रहे हैं और नाम जप कर रहे हैं।
1743.6,1749.039,97 से
1745.2,1749.279,सन 97 98 में एक संत भगवान वो सत्संग करते
1749.039,1751.36,जी
1749.279,1751.679,तो 96 97 से
1751.36,1754.4799999999998,जी
1751.679,1758.3990000000001,तो मतलब हम कई जगह से जाना आना शुरू किए
1754.48,1761.6,और जगह तमाम जो है सत्संग में
1758.399,1764.399,तब से हम आते जाते हैं और हम कुछ ऐसे के
1761.6,1765.6,ये पांच बातें जीवन में उतार लो सब ठीक हो
1764.399,1769.12,जाएगा
1765.6,1772.799,पहला स्वाध्याय
1769.12,1775.9189999999999,ये जैसे पंच सकारण चूर्ण होता है ना वो
1772.799,1780.6399999999999,उधर बिगड़ जाए तो ठीक कर देता है ऐसे ये
1775.919,1784.3990000000001,पांच सकार साधन है पहला पहला स्वाध्याय
1780.64,1788.0,जो शास्त्र आपको प्रिय लगे रामचरितमानस
1784.399,1790.799,श्रीमद् भगवत गीता श्रीमद् भागवत जो भी
1788.0,1795.6,पुराण जो भी शास्त्र उसको अपना जीवन बना
1790.799,1798.559,लो कि हमको दिन में एक बार आधा घंटा एक
1795.6,1802.8799999999999,घंटा जो समय खुद स्वाध्याय करना है
1798.559,1805.52,स्वाध्याय फिर सत्संग किसी ऐसे संत का
1802.88,1808.5590000000002,सत्संग जिनसे हमारी भावना जुड़ गई है
1805.52,1812.72,जिनकी बात पर हमें विश्वास होने लगा है तो
1808.559,1815.6,सत्संग स्वाध्याय सत्संग और सुमिरन
1812.72,1820.0,जो आप बताएं राधा नाम जैसे सुमिरन कर रहे
1815.6,1822.8799999999999,हैं और फिर सेवा कैदियों की हम भगवान की
1820.0,1826.559,सेवा कैदियों में करने की बात कह रहे हैं।
1822.88,1829.1200000000001,कैदियों की सेवा उस पर शासन करना है पर
1826.559,1833.12,सेवा भावना करनी कि भगवान ही इन सब रूपों
1829.12,1837.1999999999998,में आए हैं। तो सेवा आप अपने पद और अधिकार
1833.12,1840.799,के अनुसार सेवा कीजिए। आप अपने जो श्रेष्ठ
1837.2,1844.32,जन हैं उन पर दोष दर्शन ना करके आप अपने
1840.799,1847.279,पद और अधिकार के अनुसार जितनी आपके हाथ की
1844.32,1850.559,पहुंच है उतनी तक सेवा कीजिए भगवान उतने
1847.279,1854.32,में संतुष्ट हो जाएंगे और सबसे बड़ी सेवा
1850.559,1857.12,होती है जीव को दुर्गुण दुराचार से हटाकर
1854.32,1860.559,सद्गुण सदाचार में लगाना जब हम किसी से
1857.12,1862.9599999999998,मिले तो उससे ऐसी वार्ता करें कि उसकी
1860.559,1866.6399999999999,दुर्बुद्धि सद्बुद्धि में परिवर्तित हो
1862.96,1868.88,जाए। यह सबसे बड़ी इसमें किसी का भी किसी
1866.64,1871.5200000000002,का हस्तक्षेप नहीं होगा। इसमें होगा किसी
1868.88,1874.7990000000002,का हस्तक्षेप मुझे लगता है इसमें किसी का
1871.52,1878.6399999999999,और ये सबसे बड़ी है कुपथ निवार सुपंथ
1874.799,1881.9189999999999,चलावा क्योंकि वो सब कानून के विरुद्ध
1878.64,1885.2,आचरण करने वाले वहां गए हैं। तो उनको हम
1881.919,1888.7990000000002,इतना प्यार दें उनको ऐसी सद्बुद्धि की
1885.2,1891.8400000000001,बातें कहें जिससे वो जब छूटे तो एक अच्छे
1888.799,1894.72,इंसान बनकर हमारे समाज में वो जीवन व्यतीत
1891.84,1897.36,कर सके। यदि वह जेल में ही हैं तो एक बहुत
1894.72,1899.76,प्रसन्नित होकर अपना जीवन व्यतीत कर सके
1897.36,1903.9189999999999,क्योंकि आप सत्संगी हो। तो हमारी पांच
1899.76,1907.84,बातें आखिरी वाली को आप कहते हैं समाधि।
1903.919,1910.0800000000002,तो समाधि तक तो योग की पहुंच होती है। तो
1907.84,1912.799,अपने उसे इस भाव में लेते हैं कि हम 24
1910.08,1915.76,घंटे में एक दो घंटे ऐसे निकालते हैं
1912.799,1918.799,जिनमें किसी से संभाषण नहीं करेंगे और कोई
1915.76,1921.679,बात सोचेंगे नहीं। सरल भाषा में समाधि बता
1918.799,1924.72,रहे हैं। कोई बात सोचेंगे नहीं। बस राधा
1921.679,1926.96,नाम का चिंतन करेंगे। इसका अभ्यास 15
1924.72,1929.6000000000001,"मिनट, 20 मिनट, 30 मिनट, एक घंटा, आधा"
1926.96,1933.279,घंटा तो पांच ये जीवन में अगर आपकी
1929.6,1937.12,"दिनचर्या में हो जाए स्वाध्याय, सत्संग,"
1933.279,1939.679,"सुमिरन, सेवा और समाधि तो जो चाहोगे"
1937.12,1942.799,प्राप्त हो जाएगा। इन पांच से अपने जीवन
1939.679,1945.6000000000001,को भरपूर कर लीजिए। सच्ची मानिए सम्य
1942.799,1947.12,प्रभु बैठे हैं। सच्ची मानिए सब में प्रभु
1945.6,1949.6789999999999,बैठे हैं।
1947.12,1953.6,गुरुदेव अगर कोई अपने आप ही को कहे कि वो
1949.679,1955.76,भगवत प्राप्ति इंसान है और और जैसे हम
1953.6,1958.399,उनसे बात करते हैं तो काफी अच्छा लगता है।
1955.76,1960.96,लेकिन जब घर जाते हैं तो बहुत ही उदासी सी
1958.399,1963.12,छा जाती है। डिप्रेशन डिप्रेशन की घबराहट।
1960.96,1966.559,पहली बात तो कोई भी भगवत प्राप्त अपने को
1963.12,1968.8799999999999,यह नहीं कह सकता कि मैं भगवत प्राप्त हूं।
1966.559,1970.96,पहली बात यह है कि वह भगवत प्राप्त नहीं
1968.88,1973.279,है।
1970.96,1978.08,तुम जेब में रुपया डाले हो बोल सकते हो
1973.279,1981.519,सभा में हिम्मत नहीं है क्यों लूट जाओगे
1978.08,1983.76,लुट जाओगे आप अगर थोड़ी भी रकम डाले हो तो
1981.519,1987.279,सत्संग जरूर सुनोगे लेकिन रकम में याद
1983.76,1990.1589999999999,रहेगी नहीं यहां भगवत प्राप्त कैसे बोले
1987.279,1997.2,हैं सामने राम जी बैठे हैं शबरी क्या कह
1990.159,2001.2,रही अधम ते अधम अधम अति नारी तिन महा में
1997.2,2005.2,मति मंद अघारी हनुमान जी भगवत प्राप्त
2001.2,2007.2,क्या बोल रहे हैं असम अधम सखा सुन मोहू पर
2005.2,2009.6000000000001,रघुवीर
2007.2,2011.519,अहंकारी भगवत प्राप्त होता है मैं भगवत
2009.6,2014.08,प्राप्त हूं या अहंकार है और उसको भगवत
2011.519,2017.84,प्राप्ति है किसी ने पूछा किसी भगवत
2014.08,2020.6399999999999,प्राप्त महात्मा से आपको भगवान मिल गए
2017.84,2022.72,सच्ची बता रहा हूं आपको भगवान मिल गए तो
2020.64,2029.039,उनका हम एक दो बात सुना देते हैं बस समझ
2022.72,2036.3990000000001,लीजिए जब मैं था तब हरि नहीं अब हरि
2029.039,2039.919,मैं ना प्रेम गली अति सा तामे दो न समाह
2036.399,2043.4399999999998,वो अनंत है इसलिए हां नहीं बोल सकते वो
2039.919,2045.279,अनंत है इसलिए हां नहीं बोल सकते और उसके
2043.44,2048.0,बिना हम जी नहीं सकते इसलिए हम ना नहीं
2045.279,2050.72,बोल सकते अब तुम्हारी समझ हो तो पकड़ लो
2048.0,2054.0,ना समझ हो तो ना पकड़ लो जैसे आप बोली ना
2050.72,2057.4399999999996,ऐसे कई बोली बिल्कुल नौटंकी नाटक में मत
2054.0,2060.879,फंसना भगवत प्राप्ति में सबसे पहले लक्षण
2057.44,2062.399,होते काम क्रोध
2060.879,2064.48,मदमान
2062.399,2067.2799999999997,न मोहा
2064.48,2070.879,लोभ नो
2067.28,2073.679,राग नहीं द्रोहा भगवत प्राप्ति का मतलब
2070.879,2075.7599999999998,समझती हो श्री सुखदेव जी को भगवत प्राप्ति
2073.679,2078.159,जब हुई तो अब ये प्रमाणित कैसे करें कि
2075.76,2080.48,भगवत प्राप्ति हो रही यही भगवत प्राप्ति
2078.159,2083.44,क्योंकि जो भगवत प्राप्त प्रमाण दे ना तब
2080.48,2086.2400000000002,तो भगवत प्राप्ति हुई। अब वो जनक जी के
2083.44,2088.96,पास श्री व्यास देव जी ने भेजा सुखदेव जी
2086.24,2090.4799999999996,को तो सात दिन ये देखो भगवत प्राप्ति की
2088.96,2094.159,परीक्षा हो रही कि आपको भगवत प्राप्त है
2090.48,2098.48,कि नहीं सात दिन दरवाजे पर खड़े रखा
2094.159,2100.88,और रोज पूछते उनके आकृति में कोई परिवर्तन
2098.48,2103.68,पहली बार कहा जनक जी से मिलना और सात दिन
2100.88,2106.48,सात रात ऐसे ही खड़े रहे नंग धड़ंग 16
2103.68,2110.56,वर्ष की अवस्था ना कोई पूछताछ ना पानी ना
2106.48,2111.92,भोजन ना कुछ पर रोष नहीं आया फिर कहा
2110.56,2115.599,महलों में ले जाओ
2111.92,2119.04,और नईनई जवान सेविकाओं के द्वारा रात दिन
2115.599,2122.6400000000003,सेवा करवाओ। रात दिन नौ युवतियां हंसी खेल
2119.04,2127.04,खवाना पियाना पूछते बोले जैसे गेट के बाहर
2122.64,2130.0789999999997,थे वैसे भी है। थाल सजाई आरती की और आए
2127.04,2132.24,आरती के और कहा परमहंस शिरोमणि आपको वो
2130.079,2135.44,प्राप्त है जिसके प्राप्त होने के बाद कुछ
2132.24,2137.9199999999996,प्राप्त करना बाकी नहीं रहता। ऐसा कोई
2135.44,2140.079,अपने आप कहेगा मैं भगवत प्राप्त हूं। काहे
2137.92,2142.8,"को मजाक कर रहे हो? आज ड्रामा चल रहा है,"
2140.079,2145.28,नौटंकी चल रही है। भगवत प्राप्त से पूछो
2142.8,2147.6800000000003,तो हाथ जोड़कर यह कहेगा हमारे जैसे अधमों
2145.28,2150.5600000000004,पर भगवान की कृपा उनके नाम से जी रहे हैं।
2147.68,2153.2799999999997,भगवत प्राप्ति क्या हम तो नीच है। सीधे
2150.56,2156.72,भगवत प्राप्त महापुरुषों के यही वचन निकले
2153.28,2160.5600000000004,हैं। हम तच्छा परम मधमा प्राण गर कर्मा
2156.72,2161.4399999999996,यतन नाम महिमा हरेश वृंदावन
2160.56,2164.0789999999997,जी
2161.44,2166.64,तो हम इससे कैसे क्योंकि हम काम करते हैं
2164.079,2168.88,वही हमारे पास हमेशा आते हैं। हमारा भजन
2166.64,2171.1189999999997,पूरा वादित हो जाता है। हम बहुत कोशिश कर
2168.88,2173.76,उनमें भगवत भाव करो। उनकी बातें मत सुनो
2171.119,2176.079,और नाम पर ध्यान दो। भगवान का नाम ध्यान
2173.76,2178.4,में रखो और सब में भगवत भावना करो। ना
2176.079,2181.2000000000003,किसी की निंदा करो ना किसी का संग करो।
2178.4,2183.44,बहुत संभाल कर अपने आप को रखो। भजन मार्ग
2181.2,2185.4399999999996,में चरित्र पवित्र हो तभी भगवत प्राप्ति
2183.44,2188.079,के योग्य हो। चरित्र भ्रष्ट ना आदमी ना
2185.44,2190.64,पुरुष स्त्री कोई चरित्र भ्रष्ट भगवान को
2188.079,2193.6800000000003,नहीं पा सकता। अब चरित्र भ्रष्ट रहा लेकिन
2190.64,2195.44,अब नसानी अब नास हो तो प्राप्त कर लेगा।
2193.68,2198.3999999999996,लेकिन चरित्र भ्रष्ट भगवान को नहीं
2195.44,2201.44,प्राप्त कर सकता। बहुत सावधान रहना कलयुग
2198.4,2204.079,है भक्ति का एक दिखावा करके बड़ा दमो
2201.44,2207.92,पाखंड के नौटंकी नाटक चल रहे हैं दूर से
2204.079,2210.7200000000003,सत्संग सुनो दूर से सत्संग सुना उनकी बात
2207.92,2212.96,पकड़ी निकल गई भजन किया चुपचाप अपने घर
2210.72,2215.4399999999996,में बैठ के फिर महीना दो महीना में कभी
2212.96,2218.16,सत्संग सुना चुपचाप निकल गई आजकल मोबाइल
2215.44,2220.96,का जमाना जो सत्संग पसंद आवे सुनो एकांत
2218.16,2223.2799999999997,में बैठकर भजन करो जो नौकरी जो पेशा जो भी
2220.96,2226.7200000000003,कर रहे हो अपनी ड्यूटी ईमानदारी से करो
2223.28,2229.52,वही पूजा है भगवान का स्मरण खास भजन है
2226.72,2232.8799999999997,भगवान की स्मृति पूरी गीता सुनने के बाद
2229.52,2236.4,अर्जुन जी को क्या मिला नष्टो मोहा स्मृति
2232.88,2239.119,लब्धा तत प्रसाद में अचुता भगवत स्मृति
2236.4,2242.4,स्वरूप स्मृति स्मृति प्राप्त होना ही
2239.119,2243.52,सबसे बड़ी बात है डॉक्टर शैलेश खड़कवाल जी
2242.4,2245.44,सिंगापुर से
2243.52,2247.2,जय श्री हरि
2245.44,2250.0,राधावल्लभ श्री हरिवंश महाराज जी आपके
2247.2,2252.48,चरणों में कोटि-कोटि प्रणाम गुरुदेव अपने
2250.0,2254.8,गुरुदेव और आपकी कृपा से इस जीवन में आना
2252.48,2257.44,हुआ और सेवा त्याग और प्रेम का मार्ग
2254.8,2259.76,सुरित हुआ। सेवा जगत के लिए त्याग अपने
2257.44,2261.839,लिए और प्रेम प्रभु के लिए हो ऐसा ज्ञान
2259.76,2264.32,"प्रकाशित हुआ। प्यारे गुरुदेव, क्या हम"
2261.839,2266.88,"ऐसा मान सकते हैं कि कर्म, शरीर और संसार"
2264.32,2268.7200000000003,इन तीनों का एक ही स्वरूप है और इनका भगवत
2266.88,2271.52,प्राप्ति में कोई विशेष महत्व नहीं है।
2268.72,2274.7999999999997,तथा प्राणी के जीवन में कोई भी भयंकर रोग
2271.52,2276.88,या परिस्थिति अह विकट प्रतिकूलता प्राणी
2274.8,2279.8390000000004,के सुख भोग का नाश करने के लिए ही आती है
2276.88,2282.8,और प्रारब्ध इसका निमित बनता है। गुरुदेव
2279.839,2286.56,विवेकी का यही निर्णय है।
2282.8,2291.5600000000004,जो सतार्ग का पथिक विवेकी उसका यही निर्णय
2286.56,2291.56,जो आप बोल रहे हैं। पर
2292.0,2299.599,कर्म का बड़ा महत्व है।
2296.24,2303.2,देह का बड़ा महत्व है।
2299.599,2307.04,संसार का बड़ा महत्व है। पहले आपको सपोर्ट
2303.2,2309.7599999999998,किया। अब उसकी व्याख्या कर रहे हैं।
2307.04,2312.64,अगर यह हमें पंचभूत देह ना मिलता तो मुझे
2309.76,2314.8,भगवत तत्व का बोध कराने वाला विवेक भी ना
2312.64,2317.52,मिलता।
2314.8,2320.32,अगर मुझे पंचभौतिक शरीर ना मिलता तो मैं
2317.52,2323.28,समाज की सेवा भी नहीं कर पाता और मुझे यह
2320.32,2326.6400000000003,ज्ञान नहीं होता कि समाज की सेवा का क्या
